age,gender,height_cm,weight_kg,workout_days_per_week,daily_calories,protein_intake_g,daily_steps,bmr,tdee,weekly_fat_loss_kg
23,female,149.7,68.4,1,2018,109.3,7494,1343.82,1972.45,-0.0286
35,female,169.6,66.9,0,2514,95.4,11420,1393.25,1992.9,-0.5
22,female,163.9,88.8,0,2132,126.1,5074,1641.24,1973.19,-0.127
64,female,163.0,81.2,5,1794,164.2,11818,1349.9,2669.47,0.7796
42,female,165.4,74.7,4,1479,154.1,9932,1409.96,2432.04,0.851
19,male,183.5,80.4,7,1773,137.5,5189,1860.41,3544.23,1.5
27,male,174.0,79.9,3,1985,137.4,5829,1756.84,2764.55,0.7543
47,female,161.3,76.7,6,1200,133.5,6187,1379.35,2438.74,1.1201
62,male,173.2,61.7,7,1575,128.3,2916,1394.78,2650.08,1.0124
22,female,156.0,87.1,0,1742,127.0,8151,1574.85,2047.38,0.2345
50,female,147.2,59.9,0,1910,139.6,5302,1108.61,1345.44,-0.4961
18,male,168.4,75.8,7,1981,123.0,8241,1725.63,3440.74,1.3108
35,male,184.4,83.3,5,1786,199.8,4272,1815.17,3131.17,1.2312
49,female,152.6,84.6,5,2177,133.0,9807,1394.25,2645.43,0.4169
64,male,181.4,80.9,4,2044,175.8,9344,1628.38,2741.19,0.5939
28,female,164.6,86.8,5,1870,140.9,5735,1595.33,2788.69,0.8081
38,male,160.3,75.4,2,2225,111.6,8399,1570.34,2329.17,0.0451
43,female,154.9,62.0,6,2197,141.0,7707,1211.69,2225.52,-0.013
42,male,180.2,82.2,7,1491,185.6,11205,1742.7,3621.39,1.5
39,female,165.0,73.3,7,1989,132.2,4918,1408.62,2676.37,0.6175
44,male,172.0,68.7,1,2312,144.5,7119,1547.41,2233.64,-0.0639
30,female,159.3,74.5,0,2370,145.9,5898,1429.61,1760.44,-0.4455
50,male,176.6,79.6,7,2130,179.4,7612,1654.98,3275.06,1.0323
51,female,165.6,79.0,2,1918,135.4,8833,1408.74,2128.67,0.2102
58,female,166.7,76.6,7,2147,147.3,5870,1356.38,2620.61,0.431
52,male,170.0,71.3,3,2283,134.4,6589,1520.3,2435.92,0.2222
18,male,178.4,86.4,2,2041,151.5,9915,1893.76,2849.66,0.645
38,male,186.2,78.8,4,2080,180.6,10893,1767.1,3033.66,0.8454
23,female,161.4,47.8,3,1913,80.0,8733,1211.37,2064.27,0.1575
45,female,177.6,81.0,3,1532,125.5,7155,1534.02,2485.48,0.8441
34,female,160.6,67.8,7,1939,134.1,6917,1351.24,2663.21,0.6754
22,male,178.9,83.6,5,1763,171.9,8870,1848.56,3382.27,1.4703
48,male,178.7,96.4,7,1764,153.7,8069,1845.99,3660.84,1.5
22,female,154.2,85.6,2,2502,153.3,3377,1548.38,2129.02,-0.3729
55,male,170.0,75.2,4,2333,176.4,8930,1544.56,2590.57,0.2393
20,female,163.7,67.1,0,1407,110.4,5348,1432.84,1736.81,0.3136
40,male,169.2,80.8,6,1620,167.1,3957,1670.46,2881.54,1.1505
54,female,161.6,69.8,5,1873,149.3,3329,1276.93,2202.71,0.3044
54,male,179.6,84.0,2,1776,155.2,6959,1697.43,2431.92,0.6326
27,male,182.7,76.9,0,2111,179.8,4958,1780.82,2136.99,-0.0269
27,female,163.4,75.5,2,1565,161.4,1684,1480.44,2035.61,0.4318
36,female,160.8,65.9,5,2335,122.4,6603,1323.07,2362.44,-0.0118
34,female,157.7,80.4,0,1985,158.4,6273,1458.51,1813.86,-0.1325
38,male,190.5,81.0,5,1881,169.6,7125,1816.14,3239.09,1.2097
31,male,177.5,85.2,2,1995,169.7,5927,1810.89,2536.32,0.4179
26,female,175.7,69.0,3,1854,157.1,12073,1496.85,2673.76,0.7688
63,female,166.5,81.2,6,1289,142.6,8793,1376.12,2563.45,1.1503
18,male,169.3,68.4,1,2004,116.4,6250,1657.53,2341.6,0.3175
62,male,185.7,85.7,6,1888,138.3,7340,1712.69,3071.39,1.1189
30,male,166.4,83.1,3,1666,119.4,11036,1725.6,2976.47,1.2025
21,female,168.6,74.3,5,2384,107.2,9891,1530.64,2884.9,0.4604
18,male,170.9,68.7,6,2234,155.9,4009,1670.07,2880.86,0.5864
57,male,172.2,81.5,5,2854,169.3,5064,1610.93,2782.06,-0.0995
49,male,175.9,72.4,5,2292,149.3,5545,1584.07,2759.77,0.4186
51,male,172.1,74.2,0,1775,149.5,6400,1567.46,1950.95,0.2194
45,male,183.5,84.7,4,1683,190.5,6011,1774.12,2800.43,1.0046
48,male,189.7,96.2,5,1827,181.0,7585,1913.06,3429.28,1.4519
25,male,172.4,77.8,6,1767,176.6,9339,1735.4,3210.52,1.3503
56,female,159.6,72.0,6,2038,126.7,9756,1276.17,2439.2,0.3184
43,male,175.9,85.0,6,1461,197.9,6683,1739.46,3084.72,1.4943
51,female,159.2,72.1,3,2227,151.2,3413,1299.69,2014.51,-0.2404
20,female,158.5,76.4,1,2032,126.6,4898,1493.77,2053.93,0.032
29,female,166.1,83.4,5,2186,163.8,6200,1566.24,2761.76,0.5224
18,female,152.0,65.8,7,1600,127.1,4387,1356.69,2577.7,0.9076
61,male,168.7,49.7,5,2086,80.0,10352,1251.54,2426.51,0.2789
22,male,180.6,74.7,5,2455,148.8,4551,1771.52,3055.87,0.5305
47,female,158.6,81.1,7,1699,139.0,9042,1406.18,2873.83,1.0881
47,female,164.2,73.6,0,1689,106.9,3295,1366.45,1639.74,-0.0603
34,female,154.1,66.6,5,2249,156.5,9143,1298.07,2446.32,0.2019
64,female,163.6,82.9,3,1661,169.3,7151,1370.66,2232.08,0.5256
40,female,158.7,70.6,2,1918,160.7,11281,1336.77,2152.11,0.1991
32,male,165.3,57.7,4,2517,119.7,4671,1454.8,2254.93,-0.2473
54,male,167.7,63.4,6,1694,111.4,6089,1417.37,2499.41,0.7321
38,female,170.1,79.9,5,2541,152.8,6573,1511.02,2685.15,0.1248
31,female,162.4,72.5,0,1882,150.5,7118,1423.97,1814.67,-0.0397
19,male,172.7,89.4,3,1608,210.9,6635,1882.97,3000.35,1.255
28,female,174.4,72.6,5,2211,120.1,6683,1515.35,2698.13,0.4254
56,male,188.9,82.5,7,2038,187.8,6642,1731.03,3371.06,1.2394
55,female,165.9,67.6,0,2005,157.0,2322,1276.43,1531.71,-0.4426
51,male,165.4,70.3,2,1731,145.5,9983,1486.09,2292.53,0.4943
55,male,171.2,61.9,1,2035,144.3,14652,1419.05,2433.8,0.2878
51,female,160.8,69.3,5,1276,124.6,8245,1281.92,2373.57,0.9663
35,male,164.8,73.7,3,2077,173.5,4660,1597.1,2475.51,0.3375
47,female,165.7,73.5,0,2454,154.5,4913,1374.43,1649.31,-0.5
32,female,160.2,89.3,7,1382,128.7,9032,1572.65,3189.63,1.4783
44,female,160.8,87.0,0,1858,200.8,8463,1494.33,1966.35,0.1283
51,male,177.6,73.9,5,1694,139.3,6789,1599.27,2848.19,1.0261
55,male,179.8,64.5,0,1471,120.1,9383,1499.03,2017.99,0.4761
50,male,176.4,78.6,1,1281,154.6,2340,1643.54,2259.87,0.8941
41,female,167.6,78.4,0,1587,121.5,9385,1465.34,1977.66,0.3224
32,female,167.8,68.6,6,1915,128.2,8094,1413.48,2592.96,0.6631
47,female,167.7,69.0,4,2402,153.9,5010,1342.06,2080.69,-0.2682
59,female,158.2,83.8,6,1467,118.7,3916,1370.82,2364.66,0.781
34,female,152.8,66.7,4,2103,111.6,7803,1291.47,2141.93,0.0658
22,female,166.4,80.2,0,2077,112.4,11018,1570.33,2185.3,0.1352
46,male,184.1,75.4,7,2585,136.9,6929,1679.6,3287.7,0.6044
21,female,169.0,75.6,7,2200,160.9,5368,1546.48,2956.71,0.6531
27,male,183.5,79.9,5,2220,175.6,7978,1815.53,3280.69,0.9459
34,female,167.6,70.0,7,2245,164.2,12052,1416.25,3043.47,0.6836
27,female,169.3,85.4,4,1677,171.6,8578,1616.68,2684.76,0.8932
34,female,162.4,62.0,3,1800,102.6,8848,1303.99,2213.59,0.3644
37,male,178.9,82.9,4,2391,192.7,10556,1767.58,3017.55,0.5848
41,male,188.7,82.1,6,1282,178.5,8681,1799.58,3288.33,1.5
22,male,182.1,85.3,0,1761,168.3,5547,1885.47,2289.92,0.4762
51,male,170.9,74.2,5,1534,155.5,3138,1560.37,2691.63,1.0377
23,male,188.9,91.9,2,2082,213.7,5195,1989.7,2745.59,0.564
19,female,163.1,65.9,5,1852,139.2,4738,1422.51,2453.82,0.5645
30,female,154.2,78.7,5,2219,139.1,9148,1439.62,2690.75,0.4459
60,male,174.7,78.4,5,1962,165.6,9495,1580.83,2951.68,0.8813
60,male,165.6,63.9,3,1459,92.0,7938,1379.3,2284.81,0.7178
28,male,176.2,84.7,1,1475,151.4,4328,1813.91,2494.12,0.9731
64,female,167.6,73.8,6,1998,133.3,11966,1304.63,2598.78,0.5537
40,male,174.3,64.8,0,1730,101.5,6459,1542.12,1923.5,0.1877
33,female,154.5,72.2,1,1814,102.7,9008,1361.38,2072.3,0.2484
48,male,170.9,85.0,2,2328,130.3,7623,1683.23,2445.59,0.0704
28,female,159.2,81.9,1,2266,168.2,8021,1512.65,2230.95,0.0134
33,female,163.7,70.6,0,2629,155.5,8920,1403.04,1879.65,-0.5
25,male,178.3,81.4,6,1889,194.4,5759,1808.65,3157.87,1.1779
21,female,171.0,77.4,6,1776,135.1,10763,1576.82,3008.16,1.1643
57,male,173.9,90.2,0,2146,180.3,3551,1708.9,2050.68,-0.0845
21,female,154.0,62.8,2,1804,146.8,4903,1324.13,1820.68,-0.02
42,male,173.6,74.4,0,1815,116.6,10731,1623.52,2234.77,0.3066
20,female,162.9,66.6,2,1929,141.1,8975,1422.99,2155.36,0.2044
49,female,158.6,59.8,2,2578,128.8,13850,1183.32,2069.56,-0.4551
20,female,161.2,74.5,0,2246,111.0,7670,1492.24,1924.19,-0.3103
44,female,160.3,84.9,4,2283,192.1,11751,1470.07,2616.16,0.3069
46,male,182.7,80.6,6,2563,178.4,2856,1722.64,2971.55,0.3845
49,male,170.2,69.5,2,2316,99.7,3966,1518.96,2088.57,-0.1768
36,male,179.5,82.3,0,1604,122.7,9738,1769.73,2360.57,0.6809
38,male,181.0,86.2,7,2311,124.8,3149,1807.62,3434.47,1.0204
22,female,159.6,70.6,4,2355,122.4,7006,1432.3,2320.36,-0.0368
35,male,170.9,88.1,6,2228,168.3,10418,1779.53,3340.58,1.0123
45,female,165.0,67.7,2,1932,130.9,8752,1322.64,2006.23,0.0525
59,female,163.9,71.4,6,2191,119.1,7527,1282.44,2338.55,0.1184
39,female,156.2,72.7,4,1993,167.9,6377,1346.76,2156.33,0.1349
38,male,184.0,85.9,6,1658,152.0,8005,1824.22,3297.03,1.495
23,female,176.3,79.7,3,1745,115.2,8943,1623.26,2713.21,0.8551
18,female,163.1,63.1,5,2246,107.4,5847,1399.55,2456.57,0.1776
22,male,167.2,93.9,3,1683,181.4,8429,1879.41,3084.53,1.3284
58,female,163.2,71.5,4,1716,129.4,10196,1284.25,2250.39,0.5127
29,female,168.9,76.9,2,2264,128.7,6943,1518.92,2185.66,-0.0996
43,male,181.8,86.7,0,2047,132.8,7670,1793.36,2285.53,0.2429
63,male,178.1,75.0,1,2202,166.5,8709,1553.44,2321.43,0.1274
51,male,189.0,85.5,0,1570,204.9,8878,1786.13,2337.25,0.6945
31,male,175.7,73.6,6,2192,127.4,9696,1684.65,3140.82,0.8411
43,male,172.7,81.0,1,1769,144.4,4964,1679.37,2309.14,0.4664
62,male,178.1,77.9,1,1644,157.3,6177,1587.24,2241.31,0.5496
44,male,182.4,84.2,6,1823,178.4,6270,1766.92,3111.44,1.1458
26,male,165.0,65.9,6,2477,118.0,5240,1564.76,2711.22,0.2461
43,female,158.7,64.8,2,1872,149.3,3003,1263.37,1737.13,-0.0816
64,female,168.1,64.7,4,2770,126.8,1000,1216.58,1885.69,-0.5
39,female,169.9,70.8,7,1278,131.0,10488,1413.66,2960.36,1.5
64,male,184.7,62.5,0,1459,128.0,3615,1465.17,1758.2,0.2598
47,male,181.5,79.2,4,2463,186.4,11416,1696.43,2950.27,0.4211
60,male,192.0,82.1,3,2551,180.2,9348,1726.15,2892.93,0.3434
34,male,171.7,78.5,2,1698,113.0,6485,1693.34,2402.59,0.6881
43,male,182.8,82.6,2,2024,143.1,9041,1758.83,2620.44,0.601
53,female,169.3,86.2,7,2249,161.3,8562,1494.54,3017.73,0.7086
18,male,165.7,95.3,3,1920,163.4,4745,1903.74,2950.79,0.9632
25,female,161.0,81.5,0,2052,171.3,7462,1535.7,1965.94,-0.0693
52,female,154.9,66.1,5,2004,147.1,5050,1208.27,2086.77,0.1175
32,male,178.3,76.3,3,1481,162.6,9135,1722.14,2876.07,1.2808
64,male,173.6,85.1,0,1879,203.3,5711,1621.19,1980.98,0.1165
39,female,173.8,64.8,1,2004,108.3,7258,1378.1,2007.79,-0.0309
31,male,172.2,75.0,6,2036,170.5,7150,1675.58,2997.88,0.8674
43,male,177.0,77.8,2,1394,168.5,7803,1674.01,2441.91,0.9768
45,female,165.3,79.0,0,2264,139.3,11656,1437.41,2057.7,-0.1656
40,male,176.9,84.5,4,2045,180.4,6897,1755.61,2816.05,0.7276
31,female,159.4,65.8,7,1631,99.0,10544,1338.43,2820.22,1.0851
41,female,164.9,70.9,6,2630,155.2,8699,1373.4,2554.06,-0.0883
19,male,189.2,88.7,4,1879,171.4,11046,1979.99,3371.28,1.3551
62,male,169.9,70.1,6,1901,118.5,6653,1457.21,2596.34,0.6332
43,male,172.1,87.1,2,2225,179.1,9240,1736.62,2599.85,0.3484
31,male,173.6,83.0,3,2659,169.4,7351,1764.43,2852.42,0.1464
24,male,180.8,82.7,5,2238,133.2,1000,1842.31,3177.98,0.8462
20,female,166.6,78.1,3,2289,111.7,4775,1561.76,2420.72,0.117
64,male,178.0,76.3,0,1649,140.0,8955,1560.61,2070.48,0.3155
40,male,178.2,75.2,7,2030,148.0,8790,1670.06,3362.61,1.236
63,female,163.4,70.1,3,1814,159.7,4262,1246.96,1932.79,0.1132
60,female,164.1,77.9,2,2246,181.3,8050,1343.33,1999.58,-0.2165
64,female,154.7,71.2,7,2279,137.4,8758,1197.97,2464.05,0.1528
62,male,169.2,72.7,0,2572,156.7,7413,1479.87,1896.5,-0.4824
35,female,169.0,82.0,1,1245,150.9,9322,1540.49,2334.28,0.9657
55,female,158.6,70.0,3,1779,150.2,8981,1255.27,2144.72,0.312
52,male,162.0,67.3,3,2455,108.1,7412,1430.89,2338.48,-0.0872
32,male,180.7,83.4,5,1509,147.6,6222,1808.19,3180.23,1.5
42,female,163.1,65.3,0,2282,132.9,10106,1301.75,1817.4,-0.4607
54,male,173.7,64.7,4,2397,91.7,8657,1467.65,2457.7,0.1026
45,male,172.3,77.5,3,1990,164.5,4046,1632.07,2529.71,0.4678
27,male,184.0,77.6,2,1502,173.4,8052,1795.82,2621.86,1.0136
56,male,169.0,74.0,3,1957,133.2,4622,1521.22,2357.88,0.4164
34,female,155.5,62.2,5,2511,115.0,5088,1263.07,2183.2,-0.3594
56,female,146.7,75.7,1,2539,170.4,5870,1232.38,1738.02,-0.5
39,female,168.7,70.6,5,2073,153.6,7612,1404.12,2552.72,0.4496
43,male,184.5,79.5,3,1658,134.3,8436,1738.32,2866.2,1.024
61,male,162.0,75.9,7,2608,130.9,6477,1471.93,2870.51,0.1769
42,male,167.2,64.2,4,2287,133.5,6587,1482.22,2376.79,0.1166
34,male,177.1,68.1,6,1681,133.7,6241,1622.78,2861.35,1.0608
30,male,179.9,84.0,3,2120,131.2,10118,1819.66,3076.37,0.9354
37,female,159.6,68.3,0,2104,116.7,1000,1334.42,1601.3,-0.4879
42,male,178.2,73.0,3,1777,167.9,6728,1638.79,2626.52,0.7626
21,female,173.5,82.9,4,2122,173.1,11362,1647.13,2871.15,0.6974
27,male,174.3,71.9,0,2387,171.6,8793,1678.49,2203.84,-0.1525
20,male,188.1,82.5,2,1896,178.7,10667,1905.5,2903.42,0.9079
58,male,169.3,69.0,7,2423,161.6,2414,1463.06,2779.81,0.305
62,female,160.1,74.5,0,1386,120.4,4394,1274.26,1529.11,0.1374
35,female,157.0,81.3,5,2776,176.6,8785,1458.61,2705.36,-0.0233
64,female,174.0,63.4,1,2020,90.0,11376,1240.23,2024.11,0.0266
53,male,169.7,77.3,5,2376,160.0,4646,1573.73,2714.68,0.2893
64,male,182.2,88.8,6,2077,166.1,6530,1712.25,3030.13,0.8372
39,female,163.5,70.2,0,1712,122.6,8503,1367.97,1816.71,0.0746
51,male,189.2,76.1,2,1987,172.2,3868,1693.55,2328.63,0.2721
64,female,168.4,79.1,3,1332,178.4,8804,1362.76,2302.47,0.887
25,male,180.0,89.0,7,2241,126.6,1000,1894.86,3600.24,1.2601
57,male,171.5,84.3,0,2068,169.4,8730,1635.32,2148.89,0.0716
61,male,175.0,81.7,5,1933,144.4,5012,1610.36,2778.47,0.8202
36,male,177.7,80.8,0,2263,146.6,6381,1743.54,2161.3,-0.0396
59,female,166.7,67.8,0,2013,151.4,9129,1264.31,1723.62,-0.254
58,male,167.1,82.1,0,2212,140.4,8618,1580.29,2077.25,-0.1018
54,male,181.2,88.0,2,2337,206.2,7480,1747.69,2527.07,0.1459
23,male,176.0,70.1,7,1808,110.7,9922,1690.71,3458.45,1.4892
43,male,172.8,80.7,4,1708,166.5,3249,1677.29,2599.8,0.8493
51,female,163.9,79.0,4,1397,163.6,8011,1398.11,2317.63,0.8195
62,female,161.3,79.6,0,2043,131.6,5524,1333.22,1626.06,-0.3343
23,female,162.3,72.4,2,2158,124.9,9795,1462.51,2250.71,0.1174
54,female,167.4,68.5,2,1537,153.1,9217,1300.4,1998.9,0.4427
50,male,162.4,69.0,6,2497,149.3,9308,1460.15,2734.16,0.1803
39,female,156.7,62.5,0,1712,108.0,11613,1248.47,1828.82,0.0967
38,male,186.4,83.5,5,1264,161.4,10315,1814.63,3395.98,1.5
23,male,160.7,70.3,5,2523,102.8,7106,1597.62,2861.19,0.2777
23,female,171.7,94.4,1,1309,151.9,7496,1741.74,2519.69,1.0945
21,male,184.4,90.1,7,2337,170.0,9002,1953.73,3912.19,1.4541
47,female,162.4,80.8,0,2252,120.1,7840,1426.95,1854.33,-0.3789
28,male,167.9,79.3,1,2112,178.0,9262,1707.85,2561.39,0.3833
47,female,159.6,68.9,5,1817,145.8,1924,1289.85,2224.98,0.3168
48,female,169.6,74.1,5,2176,173.7,12202,1399.73,2774.64,0.5326
41,female,174.4,77.0,0,2367,161.2,7652,1494.38,1925.85,-0.3778
26,female,159.4,73.2,1,1655,171.4,3443,1437.26,1976.23,0.2659
20,female,169.8,79.5,1,2342,155.5,5215,1595.81,2204.99,-0.1238
48,male,170.6,76.8,0,2326,153.6,2176,1598.81,1918.57,-0.3769
57,male,174.6,76.3,7,2103,181.3,4774,1574.24,2991.05,0.7877
54,male,171.5,72.4,6,1812,147.9,7144,1530.81,2747.86,0.8762
53,female,162.9,62.2,1,2327,89.0,11286,1214.18,1983.8,-0.2631
41,male,171.4,87.4,6,2178,185.6,8526,1744.76,3186.02,0.9466
48,female,164.5,91.7,3,1644,211.3,8082,1543.71,2546.84,0.7995
23,male,168.0,85.2,7,1871,187.1,4662,1792.04,3404.88,1.4538
19,male,176.1,69.2,5,2287,137.2,5438,1702.09,2958.0,0.6403
37,female,159.6,78.1,4,2040,161.8,5632,1432.92,2252.62,0.1795
45,male,158.2,79.4,7,2380,189.7,5734,1562.62,3005.68,0.5455
28,male,178.8,77.2,6,1880,115.1,6621,1755.01,3108.44,1.15
21,male,176.7,83.4,6,1650,172.4,6809,1838.43,3261.73,1.4704
32,female,169.2,72.5,6,2768,122.0,6652,1461.17,2603.12,-0.1752
23,female,156.6,82.7,2,1412,168.7,5821,1529.95,2144.73,0.662
47,male,183.7,85.6,7,1825,171.8,7837,1774.11,3512.65,1.4878
55,male,169.3,68.9,1,2098,107.0,6713,1476.87,2116.35,-0.008
19,male,182.9,87.6,1,2345,140.8,3511,1929.41,2652.94,0.3103
32,female,159.0,80.0,2,2226,161.8,7585,1473.45,2155.24,-0.0411
28,female,153.0,70.4,1,2809,107.6,7208,1359.74,1980.04,-0.4748
25,male,179.5,84.6,2,1959,140.9,3550,1848.3,2541.42,0.5544
43,male,179.4,80.2,6,1694,179.2,6021,1712.63,3005.34,1.1642
62,male,162.4,64.0,0,1923,110.5,8992,1350.05,1819.66,-0.1122
61,female,168.5,74.6,7,1888,140.9,4658,1333.19,2533.07,0.6302
22,female,158.7,75.6,3,1976,177.0,4394,1476.51,2288.59,0.2873
23,male,187.0,83.1,6,1656,135.3,6687,1890.13,3344.82,1.4559
43,male,179.3,87.1,3,2274,155.9,9057,1781.92,2964.83,0.6342
21,male,174.9,75.6,5,2130,151.6,12025,1748.98,3368.24,1.1455
36,female,157.5,68.3,6,1558,147.1,9147,1325.75,2494.26,0.8672
37,male,184.2,89.5,4,2339,206.1,10212,1866.25,3153.29,0.7123
50,female,160.7,74.1,1,1716,171.5,8366,1334.18,2002.8,0.3173
37,female,164.7,70.8,4,1586,154.2,5787,1391.93,2196.84,0.5103
29,male,175.1,87.1,0,2031,141.7,9129,1824.71,2396.1,0.3356
64,male,183.6,77.1,3,1385,109.9,7285,1603.44,2599.58,1.1565
18,male,180.5,75.4,7,2206,134.5,8442,1796.93,3586.27,1.2722
43,female,160.2,49.5,6,1200,80.0,5134,1119.72,1938.22,0.6962
31,female,158.2,66.7,7,1640,140.9,8666,1340.03,2729.35,0.959
55,female,163.5,84.0,0,2551,173.2,7198,1426.43,1821.62,-0.4896
54,female,161.8,56.2,0,1760,81.2,8078,1142.38,1524.75,-0.2147
28,male,172.4,69.9,1,1821,156.4,7287,1641.68,2371.66,0.4668
53,female,172.4,81.1,0,2446,133.7,6806,1462.63,1845.46,-0.474
30,female,163.4,55.6,6,1722,101.8,8711,1266.09,2369.55,0.5636
60,male,169.5,72.2,6,2267,149.2,6484,1485.78,2637.18,0.3153
20,female,157.7,80.1,7,2411,146.5,3528,1525.06,2897.61,0.4554
50,female,157.9,87.4,7,2167,160.9,2815,1449.73,2754.48,0.5293
23,female,154.2,71.7,3,1494,105.1,7961,1405.12,2325.99,0.7612
27,female,168.6,68.5,6,1789,123.3,6381,1442.29,2557.01,0.6924
22,female,149.6,59.6,4,2950,129.1,3177,1260.39,1953.61,-0.4576
40,female,165.9,75.8,3,1828,175.6,7766,1434.33,2361.5,0.457
27,male,175.0,81.0,1,3045,146.9,7265,1773.94,2552.42,-0.4619
61,male,186.0,98.6,3,2598,179.8,6250,1848.41,2927.54,0.3139
19,female,157.6,78.7,2,2182,165.5,8117,1515.99,2240.34,0.0237
30,male,175.5,79.7,7,2104,186.6,10787,1748.75,3611.98,1.3399
57,male,191.8,83.6,4,1837,139.4,10711,1754.72,3005.37,1.066
19,male,178.9,104.6,7,1969,192.5,7859,2074.13,4083.8,1.5
37,male,187.6,89.4,2,1759,196.4,7288,1886.73,2708.66,0.8933
18,female,164.0,68.4,2,1978,137.5,7894,1458.29,2149.85,0.1592
54,female,155.8,68.3,5,1523,103.2,8272,1226.16,2278.73,0.6667
26,male,182.3,75.0,6,1504,152.1,6829,1764.08,3134.48,1.4901
34,male,181.4,62.4,1,2455,99.0,7936,1592.35,2336.28,-0.0913
26,male,169.0,78.5,0,1436,150.0,3565,1716.66,2059.99,0.5754
28,female,162.4,87.4,2,2310,168.5,7703,1587.74,2318.3,0.0444
32,female,162.2,59.9,3,1337,136.4,8692,1292.15,2187.44,0.7427
41,male,187.7,84.9,0,2220,158.1,6275,1822.02,2250.17,0.0062
55,female,166.3,69.2,3,1927,116.2,7261,1295.64,2121.3,0.2092
52,female,162.2,77.2,7,2462,125.8,4721,1364.32,2592.2,0.0738
47,female,165.4,73.1,3,1884,166.2,4374,1368.49,2121.16,0.1996
48,female,159.7,61.0,0,1297,95.8,8027,1207.01,1599.76,0.2536
22,male,179.5,72.9,0,1934,133.1,5676,1746.05,2129.06,0.1302
61,female,159.6,65.2,6,2056,103.5,3057,1183.35,2041.28,-0.0189
31,male,180.8,92.1,3,1954,200.2,4720,1901.04,2946.61,0.9249
28,female,154.1,79.7,1,2201,149.4,5084,1459.5,2011.02,-0.1683
26,female,160.7,69.8,6,1802,122.3,9436,1411.81,2657.17,0.801
51,female,161.0,82.3,4,1558,144.9,7947,1413.13,2337.7,0.7447
29,female,164.7,72.7,5,1650,163.8,5320,1450.39,2517.92,0.7773
52,male,184.8,80.5,4,1819,157.3,6030,1705.14,2694.47,0.8748
52,female,155.5,70.4,1,1816,149.2,10780,1255.23,2014.95,0.1701
18,female,156.4,72.6,6,2842,166.9,9840,1452.57,2747.69,-0.0922
57,female,154.6,65.1,5,2439,149.9,4704,1171.39,2020.65,-0.4018
39,male,183.5,82.8,6,2240,143.1,10408,1784.73,3349.05,1.0243
46,male,172.6,84.0,0,2156,197.5,7298,1693.3,2146.87,-0.0171
25,male,169.9,77.5,5,2105,110.4,9499,1717.26,3187.22,0.9815
28,female,160.3,72.5,7,2107,128.8,7091,1426.09,2814.13,0.6369
58,female,170.1,80.5,3,2057,184.8,10464,1417.01,2469.56,0.3681
54,male,183.0,87.7,4,2014,146.8,4600,1755.1,2720.4,0.6469
31,male,175.9,78.7,5,1268,131.6,6861,1735.95,3087.56,1.4865
47,female,158.3,67.4,3,1871,114.8,10541,1267.92,2242.33,0.3256
52,female,156.9,72.1,6,1916,145.1,1518,1280.27,2208.47,0.2982
38,female,170.1,63.8,1,1738,117.3,7384,1350.06,1975.53,0.2073
54,female,173.0,76.2,5,1805,162.0,6516,1412.39,2512.17,0.6541
22,male,185.1,63.5,3,2105,145.8,9211,1687.01,2825.41,0.628
36,male,174.1,64.9,6,2269,134.7,10174,1562.01,2953.17,0.6089
31,female,160.1,57.4,6,2105,92.1,9325,1258.72,2387.54,0.2201
43,female,166.2,83.2,6,2260,194.0,8102,1494.46,2733.04,0.4858
21,female,171.5,77.3,1,2266,128.6,7601,1578.33,2300.25,0.0724
42,female,162.1,62.9,0,1895,97.4,6643,1270.93,1607.26,-0.2438
62,female,161.0,76.4,1,2184,113.8,8024,1299.38,1937.85,-0.1591
59,male,176.6,87.4,1,1389,171.6,11149,1687.87,2628.27,1.1499
42,male,167.0,79.2,7,1865,119.9,5423,1631.42,3120.85,1.1361
35,male,184.7,81.6,4,1824,125.6,6494,1800.81,2865.95,0.9581
57,male,171.3,78.9,6,2536,134.2,7311,1579.84,2840.77,0.3179
25,female,159.5,79.0,3,2118,132.9,10002,1501.1,2576.81,0.3907
56,female,159.4,68.0,5,1533,136.2,8058,1234.74,2282.83,0.6465
57,male,181.9,82.1,4,2208,182.0,9958,1677.9,2848.65,0.5945
31,male,166.3,72.8,6,2318,157.3,10085,1617.35,3044.18,0.6422
49,female,161.4,59.7,2,1969,99.3,8980,1200.15,1849.2,-0.1764
55,male,184.3,90.3,1,2242,148.5,4840,1784.68,2453.93,0.1557
50,female,162.7,89.7,2,1200,212.2,11652,1502.9,2399.09,1.0807
40,female,165.8,67.6,6,1200,95.2,11030,1351.85,2633.44,1.3046
32,female,161.7,80.5,4,1587,183.5,7658,1494.5,2449.37,0.7859
50,male,170.4,69.9,3,2052,111.9,4045,1518.95,2354.37,0.3349
42,male,187.0,85.2,4,2536,200.1,3598,1816.34,2815.32,0.2475
34,female,169.0,88.1,7,1606,153.5,8135,1606.61,3209.31,1.4661
50,female,163.7,69.5,3,1701,127.9,5745,1307.47,2063.83,0.2809
64,male,174.7,78.5,3,2031,165.4,3207,1561.54,2420.39,0.353
19,female,177.5,65.5,6,1828,130.1,3551,1507.85,2601.04,0.7131
31,male,173.2,72.6,0,1808,124.8,6325,1659.13,2057.2,0.1855
57,female,160.4,56.9,6,1852,111.3,7987,1126.07,2091.83,0.1896
